business_name,email,phone,website,city,state,verticals,trust_score,tier,google_rating,google_review_count
Holmes Builders,info@holmesbuilders.com,(214) 488-5200,http://www.holmesbuilders.com/,Coppell,TX,Patio Covers,0,unranked,5.0,4
Nikola Design and Build,filler@godaddy.combookingsmy,(817) 422-3034,https://nikoladesignandbuild.com/,Saginaw,TX,Patio Covers,0,unranked,5.0,3
Swinger Gate Company Inc.,mgr@swingergateco.com,(817) 740-9449,http://swingergatecompany.com/,White Settlement,TX,Patio Covers,0,unranked,4.9,54
Freedom Remodeling,michaelh@remoddfw.com,(817) 403-1584,http://www.freedomremodelingdfw.com/,Benbrook,TX,Patio Covers,0,unranked,4.8,29
Tesoro at Chisholm Trail Ranch by Trophy Signature Homes,tesoro@trophysignaturehomes.com,(817) 589-7399,https://trophysignaturehomes.com/communities/dallas-ft-worth/fort-worth/tesoro-at-chisholm-trail-ranch,Crowley,TX,Patio Covers,0,unranked,4.0,4
Karis - Village Series - David Weekley Homes,jwarranty@dwhomes.com,(214) 442-0697,https://www.davidweekleyhomes.com/new-homes/tx/dallas-ft-worth/crowley/karis?utm_source=google&utm_medium=mybusiness&utm_campaign=DAL,Crowley,TX,Patio Covers,0,unranked,5.0,8
5P Roofing & Construction,webmaster@5proofing.com,(817) 964-2528,https://5proofing.com/,Cleburne,TX,Patio Covers,0,unranked,4.9,47
Godley Metal Buildings,info@godleymetalbuildings.com,(682) 366-0455,https://www.godleymetalbuildings.com/,Cleburne,TX,Patio Covers,0,unranked,5.0,3
Symone Custom Homes,info@symoneconstruction.com,(817) 271-0613,http://www.symoneconstruction.com/,Cedar Hill,TX,Patio Covers,0,unranked,4.3,4
All Seasons Decks and Gazebos,sales@allseasonsdeckandgazebos.com,(512) 487-8036,https://allseasonsdecksandgazebostx.hibuwebsites.com/,Cedar Hill,TX,Patio Covers,0,unranked,5.0,7
Lancaster County Backyard,sales@lancastercountybackyard.net,(267) 638-6983,http://lancastercountybackyard.net/?utm_source=google&utm_medium=organic&utm_campaign=GBP,Lancaster,TX,Patio Covers,0,unranked,5.0,177
Texas Best Construction,constructionoffice@texasbestbarndo.com,(469) 552-8205,https://texas-bestconstruction.com/home,Red Oak,TX,Patio Covers,0,unranked,4.1,49
Park Vista Roofing,john@parkvistaroofing.com,(682) 214-7533,https://www.parkvistaroofing.com/,Fort Worth,TX,Patio Covers,0,unranked,5.0,104
"Baker Roofing & Construction, Inc",info@baker-roofing.com,(855) 766-3777,https://baker-roofing.com/,Dallas,TX,Patio Covers,0,unranked,4.9,52
Shepherd Roofing & Renovations,hello@srrteam.com,(972) 244-3705,https://www.shepherdroofingrenovations.com/,Dallas,TX,Patio Covers,0,unranked,5.0,141
Nailed It Roofing and Construction,office@naileditroofer.com,(682) 323-6128,https://www.naileditroofer.com/,Arlington,TX,Patio Covers,0,unranked,4.9,233
T Rock Roofing & Contracting,info@dallasroofer.com,(469) 931-9867,https://www.dallasroofer.com/,Arlington,TX,Patio Covers,0,unranked,5.0,86
Divine Property Mgmt & Construction,divineroofing222@gmail.com,(361) 585-6379,https://divineroofingtexas.com/,Irving,TX,Patio Covers,0,unranked,,0
Morales Roofers,contactrm@moralesroofers.com,(469) 363-9649,https://www.moralesroofers.com/?utm_source=Google&utm_medium=Organic&utm_campaign=GMB&utm_id=Morales+Roofers,Irving,TX,Patio Covers,0,unranked,4.9,234
All American Siding,info@allamericanroof.net,(972) 254-2654,http://www.allamericanroof.net/,Irving,TX,Patio Covers,0,unranked,5.0,14
SK Elite Roofing Corporation,ksarfaraz@skeroofing.comlocation,(469) 694-5420,https://skeroofing.com/,Grand Prairie,TX,Patio Covers,0,unranked,5.0,70
First United Roofing & Construction LLC,info@firstunitedroofing.com,(817) 769-8660,https://www.firstunitedroofing.com/,Grand Prairie,TX,Patio Covers,0,unranked,5.0,91
PMR Roofing,info@pmrroofing.com,(469) 409-7663,http://pmrroofing.com/,Grand Prairie,TX,Patio Covers,0,unranked,4.8,76
"A and E Roofing & Remodel LLC, Grand Praire TX",info@aeroofremodel.com,(469) 371-9525,https://aeroofremodel.com/,Grand Prairie,TX,Patio Covers,0,unranked,5.0,4
Dalco Contractors & Roofing,brook@roofingdalco.com,(214) 632-7177,http://www.roofingdalco.com/,Grand Prairie,TX,Patio Covers,0,unranked,4.9,127
Remodel One,carlos@remodel1one.com,(972) 639-3231,http://remodeloneinc.com/,Grand Prairie,TX,Patio Covers,0,unranked,5.0,7
Major League Roofing,susanryan3221@gmail.com,(469) 708-7663,https://mlroof.com/,Frisco,TX,Patio Covers,0,unranked,4.9,153
Rooftop Rob,erik@rivasroofingtx.comphone,(903) 990-0140,https://rivasroofingtx.com/,McKinney,TX,Patio Covers,0,unranked,5.0,1
HighPoint Exteriors Roofing & Contracting,info@highpointexteriors.com,(469) 400-6980,https://highpointexteriors.com/,McKinney,TX,Patio Covers,0,unranked,4.8,46
"Zion Roofing & Renovations, LLC",info@zionrr.com,(214) 482-2191,http://www.zionrr.com/,McKinney,TX,Patio Covers,0,unranked,4.9,55
Kangaroo Contractors,sales@kangaroocontractors.com,(972) 974-5720,http://www.kangaroocontractors.com/?UTM_source=GMB_listing&UTM_medium=organic,McKinney,TX,"Patio Covers, Motorized Shades",0,unranked,4.9,211
McKinney Roofing and Construction,anitacrypto44@gmail.com,(972) 977-8210,https://www.mckinneyroofing.com/,McKinney,TX,Patio Covers,0,unranked,5.0,10
Summit Roof Service Inc,mark@summitroof.com,(972) 715-1655,https://summitroof.com/,Allen,TX,Patio Covers,0,unranked,4.9,103
Starr Roofing Services,starrexteriors@gmail.com,(469) 682-2100,https://starrexteriors.com/,Allen,TX,Patio Covers,0,unranked,4.9,37
Pristine Roofing & Outdoor Services,joshua@pristineroofingandoutdoorservices.com,(214) 843-5366,https://www.pristineroofingandoutdoorservices.com/,Allen,TX,Patio Covers,0,unranked,4.9,45
Storm Pros,info@storm-pros.com,(214) 227-2763,https://storm-pros.com/,Allen,TX,Patio Covers,0,unranked,5.0,44
Above Ground Roofing LLC,info@abovegroundroofing.com,(817) 690-7806,http://www.abovegroundroofing.com/,Allen,TX,Patio Covers,0,unranked,5.0,21
Texas Edge Roofing and General Contractors,info@texasedgeroofing.com,(800) 502-7663,https://texasedgeroofing.com/,Allen,TX,"Patio Covers, Motorized Shades",0,unranked,5.0,44
New View Roofing,info@newviewroofing.com,(469) 716-5816,https://newviewroofing.com/allen-tx-roofing-contractor/,Allen,TX,Patio Covers,0,unranked,5.0,89
Blue Angel Roofing and General Contractors,blueangel@blueangelroof.com,(214) 385-9262,https://blueangelroofinggc.com/,Allen,TX,Patio Covers,0,unranked,4.8,51
"Onyx Commercial Roofing, LLC",adib@onyxroofing.net,(214) 617-8989,http://onyxroofing.net/,Allen,TX,Patio Covers,0,unranked,5.0,22
"Pro Exteriors, LLC",filler@godaddy.combookingsmy,(469) 535-1708,http://www.proexteriorsus.com/,Richardson,TX,"Patio Covers, Motorized Shades",0,unranked,5.0,83
360 Innovations Roofing | Richardson TX Roofing Pros,360roofco@gmail.com,(214) 402-6943,https://www.mydfwroofing.com/,Richardson,TX,Patio Covers,0,unranked,4.7,59
Pillar Roofing,ronim@pillartx.com,(214) 293-3904,https://www.pillartx.com/,Richardson,TX,Patio Covers,0,unranked,4.7,40
Texas Roof Management INC,sales@texasroof.com,(972) 272-7663,http://www.texasroof.com/?utm_source=google&utm_medium=gmb&utm_campaign=local,Richardson,TX,Patio Covers,0,unranked,4.0,10
Rushing Roofing & Contracting LLC,rushingroofingllc@gmail.com,(469) 925-7076,http://rushingroofingllc.com/,Richardson,TX,Patio Covers,0,unranked,5.0,128
B&R General Contracting,service@brgeneralcontracting.com,(972) 836-8455,http://www.brgeneralcontracting.com/,Richardson,TX,Patio Covers,0,unranked,5.0,140
Lunaroofing and construction llc,lunaroofingdfw@yahoo.com,(903) 944-6509,http://www.lunaroofingandconstructionllc.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17629334135841526053,Garland,TX,Patio Covers,0,unranked,5.0,16
Roof Experts,info@roofexperts.com,(469) 936-7663,https://roofexperts.com/roofing-garland-tx/,Garland,TX,Patio Covers,0,unranked,4.5,92
Wilco Contractors,info@wilcogc.com,(972) 303-8882,https://wilcoroofing.com/,Garland,TX,Patio Covers,0,unranked,4.9,85
Inspiration Roofing & Construction LLC,info@inspirationroofing.com,(214) 799-4793,https://www.inspirationroofing.com/,Garland,TX,Patio Covers,0,unranked,5.0,120
Pro American Roofing,support@proamericanroofing.com,(945) 340-7256,https://proamericanroofingllc.com/,Garland,TX,Patio Covers,0,unranked,4.9,130
Firewheel Roofing,firewheelroof@gmail.com,(469) 387-3848,http://www.firewheelroofing.com/,Garland,TX,Patio Covers,0,unranked,4.9,136
R2 Roof Guys,r2roofguys@gmail.com,(214) 405-4396,https://www.r2roofguys.com/,Garland,TX,Patio Covers,0,unranked,5.0,61
Choice Roofing LLC,jim@choiceroof.com,(972) 977-8144,http://choiceroof.com/,Garland,TX,Patio Covers,0,unranked,5.0,23
Hass Roofing Since 1978 Corporation,info@hassroofing78.com,(214) 885-8707,https://hassroofing78.com/,Garland,TX,Patio Covers,0,unranked,4.9,36
E&D Premier Roofing & Solar LLC,info@edpremierroofing.com,(469) 363-0187,http://edpremierroofing.com/?utm_source=gmb&utm_medium=referral,Garland,TX,Patio Covers,0,unranked,4.9,152
Garland Roofing Co,garlandroofingcompany@gmail.com,(972) 278-1711,http://www.garlandroofing.com/,Garland,TX,Patio Covers,0,unranked,4.4,24
Mesquite Roofing & Construction,mesquiteroofingandconstruction@gmail.com,(972) 681-3183,https://mesquiteroofingandconstruction.com/?utm_source=omg-gbp&utm_medium=webclick,Mesquite,TX,"Patio Covers, Motorized Shades",0,unranked,4.9,96
Professional roofing systems,professionalroofsystems01@gmail.com,,https://professionalroofsystems.org/,Mesquite,TX,Patio Covers,0,unranked,5.0,4
Casas Contracting Services LLC,sonia@casascoservices.com,(469) 836-9764,http://www.casascoservices.com/,Mesquite,TX,"Patio Covers, Motorized Shades",0,unranked,5.0,37
Team Texas Construction LLC.,info@teamtexasconstruction.com,(214) 728-8725,https://www.teamtexasconstruction.com/,Mesquite,TX,Patio Covers,0,unranked,5.0,5
Bacon Roofing,johnbaconroofing@gmail.com,(972) 772-1999,https://baconroofing.com/?utm_campaign=gmb,Rowlett,TX,Patio Covers,0,unranked,4.9,125
Riddle Brothers Roofing & Construction,info@rbrc.net,(214) 884-8346,https://riddlebrothersroofing.com/,Rowlett,TX,Patio Covers,0,unranked,4.9,259
Capitol Roofing & Construction LLC,info@capitolrcllc.com,(972) 474-8955,https://www.capitolrcllc.com/,Rowlett,TX,Patio Covers,0,unranked,4.9,109
General Contractor,rochasprayfoam@outlook.com,(214) 664-1014,https://rooffoamrocha.com/,Rowlett,TX,Patio Covers,0,unranked,5.0,15
Infinity Roofing & Remodeling,info@roofsbyinfinity.com,(214) 952-1950,http://www.roofsbyinfinity.com/,Rowlett,TX,Patio Covers,0,unranked,5.0,30
TMP Roofing and Construction,mark@tmproofing-construction.com,(972) 408-8772,https://tmproofing-construction.com/,Rowlett,TX,Patio Covers,0,unranked,4.0,16
Roofs by Shiloh,info@roofsbyshiloh.com,(972) 789-5153,https://roofsbyshiloh.com/?utm_source=gbp&utm_medium=organic&utm_campaign=localseo&utm_content=websitelink,Rowlett,TX,Patio Covers,0,unranked,5.0,64
Tucker Roofing,tucker@tuckerroofingsystems.com,(972) 853-9318,https://www.tuckerroofingsystems.com/,Rowlett,TX,Patio Covers,0,unranked,5.0,160
Trake Roofing and Consruction,contact@mysite.com,(972) 922-2422,https://trakeconstruction.com/,Rockwall,TX,Patio Covers,0,unranked,4.9,68
Roofking Construction,drew@roofkingconstruction.com,(214) 543-2422,https://roofkingconstruction.com/,Rockwall,TX,Patio Covers,0,unranked,4.9,35
Gentle Contracting LLC,emailtyler@gentlecontracting.com,(903) 288-3119,https://gentlecontracting.com/,Rockwall,TX,Patio Covers,0,unranked,5.0,7
Phil The Roofer,vsjgqcencrzjttqguemailphiltheroofer@yahoo.comfacebookhttps,(214) 771-1946,http://philtheroofer.com/,Rockwall,TX,Patio Covers,0,unranked,5.0,205
Southern Style Construction,southernstyleconstructioninc@yahoo.com,(214) 701-4740,https://southernstyleconstruction.net/,Rockwall,TX,"Patio Covers, Motorized Shades",0,unranked,4.9,38
Dugout Roofing,info@dugoutroofing.com,(888) 998-5713,https://www.dugoutroofing.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8161236436607027112,Rockwall,TX,Patio Covers,0,unranked,5.0,18
Coxco Construction Group,marcus@coxconstructiongroup.com,(972) 750-0551,https://www.coxconstructiongroup.com/,Rockwall,TX,Patio Covers,0,unranked,4.9,16
JPR Construction Inc - Roofing Company,contact@jprconstructioninc.com,(972) 278-0668,https://jprconstructioninc.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-primary-link,Wylie,TX,Patio Covers,0,unranked,4.9,66
"Rhino Roofing and General Contracting, LLC",admin@rhinoroofingtx.com,(844) 387-4466,http://rhinoroofingtx.com/,Wylie,TX,"Patio Covers, Motorized Shades",0,unranked,4.8,63
Peace of Mind Roofing,peaceofmindroofing@hotmail.com,(214) 584-4805,https://peaceofmindroof.com/,Wylie,TX,Patio Covers,0,unranked,5.0,55
Pyramid Roofing,pyramidroofingdallas@gmail.com,(972) 272-3595,http://www.pyramidroofingdallas.com/,Wylie,TX,Patio Covers,0,unranked,4.8,10
VIP Services,blake@vipservices4u.com,(972) 839-9920,https://vipservices4u.com/,Wylie,TX,Patio Covers,0,unranked,4.8,163
Aegis Quality Services,larry@aegisqs.com,(214) 632-7282,https://aegisqs.com/,Murphy,TX,Patio Covers,0,unranked,5.0,5
Phillips Construction,9060heatherphillps34@yahoo.com,(214) 470-0385,https://www.phillipsconstructiontx.com/contact,Murphy,TX,Patio Covers,0,unranked,5.0,2
Up To Date Roofing & Construction,james@uptodateroofing.com,(214) 994-0446,http://uptodateroofing.com/,Sachse,TX,Patio Covers,0,unranked,4.8,31
"Masterpiece Roofing & Construction, LLC",shane@masterpieceroofingtx.com,(469) 774-2998,http://www.masterpieceroofingtx.com/,Sachse,TX,Patio Covers,0,unranked,5.0,23
All Hart LLC,allhartllc@gmail.com,(972) 339-2572,http://allhartroofing.com/,Sachse,TX,Patio Covers,0,unranked,5.0,49
"Suburban Roofing, Inc.",suburbanroof@aol.com,(972) 633-8411,http://www.suburbanroof.com/,Sachse,TX,Patio Covers,0,unranked,4.3,6
Dalrock Construction,info@dalrockconstruction.com,(214) 392-2846,http://dalrockconstruction.com/,Sachse,TX,Patio Covers,0,unranked,5.0,11
Bua's Next Level Roofing,tbua22@gmail.com,(214) 669-6181,http://buasroofing.com/,Lucas,TX,Patio Covers,0,unranked,5.0,45
J. Riley Roofing & Gutters,jason@rileyroofing.com,(940) 441-4544,https://www.rileyroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,Lucas,TX,Patio Covers,0,unranked,5.0,177
ARK Construction Group LLC,kc@arkcpro.com,(214) 843-8255,http://arkcpro.com/,Lucas,TX,Patio Covers,0,unranked,5.0,23
Unicorn Roofing & Exteriors,info@unicornexteriors.com,(214) 620-0105,https://unicornexteriors.com/,Prosper,TX,Patio Covers,0,unranked,5.0,24
Refined Roofing TX,service@refinedroofingtx.com,(469) 919-6925,https://www.refinedroofingtx.com/,Prosper,TX,Patio Covers,0,unranked,4.6,95
Thunderbird Construction LLC,info@t-birdconstruction.com,(972) 587-4999,http://www.t-birdconstruction.com/,Prosper,TX,Patio Covers,0,unranked,5.0,30
Texas Pride Roofing & Fencing,info@tx-pride.com,(469) 288-4488,https://txprideconstruction.com/,Prosper,TX,Patio Covers,0,unranked,4.8,138
99 Roofing LLC,jeff@99roofing.com,(214) 546-0423,http://www.99roofing.com/,Prosper,TX,Patio Covers,0,unranked,5.0,28
Blue Bee Construction,info@bluebeeconstruction.com,(214) 412-9572,https://bluebeeconstruction.com/,Prosper,TX,Patio Covers,0,unranked,5.0,23
Tomahawk Construction and Roofing,info@bjacobconstruction.com,(469) 345-7663,http://www.tomahawkroof.com/,Prosper,TX,Patio Covers,0,unranked,5.0,48
Green Legacy Roofing,chriscross@greenlegacyroofing.com,(214) 642-9068,http://greenlegacyroofing.com/,Celina,TX,Patio Covers,0,unranked,5.0,22
WM Contracting,filler@godaddy.combookingsmy,(940) 808-9077,http://www.wmcontracting.com/,Celina,TX,Patio Covers,0,unranked,4.9,185
Vantage General Contractors LLC-Best roofing company in Denton and Remodeling contractor Denton,info@vantagegc.com,(469) 536-2040,https://vantageroofings.com/,Denton,TX,Patio Covers,0,unranked,5.0,14
"Show Rock Texas, LLC.",showrocktexas@gmail.com,(940) 594-0450,http://www.showrocktexas.com/,Denton,TX,"Patio Covers, Motorized Shades",0,unranked,5.0,257
Lawrenz Contracting LLC,russ@russroofing.com,(940) 395-9413,https://russroofing.com/,Denton,TX,Patio Covers,0,unranked,5.0,283
Four G Roofing & Foundations,info@fourgroofing.com,(817) 403-2940,https://www.fourgroofing.com/,Denton,TX,Patio Covers,0,unranked,5.0,2
AMG Roofing & Construction,filler@godaddy.combookingsmy,(214) 448-2008,https://amgroofing.com/,Denton,TX,Patio Covers,0,unranked,5.0,10
First Out Roofing,info@firstoutroofing.com,(940) 227-4411,http://firstoutroofing.com/?utm_source=gmb&utm_medium=organic&utm_campaign=Maps,Denton,TX,Patio Covers,0,unranked,4.9,222
Texas Roof Group LLC,grant@thetexasroofgroup.com,(469) 904-1999,https://www.thetexasroofgroup.com/,Denton,TX,Patio Covers,0,unranked,4.5,15
Bauer Roofing & Construction,roofing@bauercontracting.com,(940) 279-4400,https://www.bauercontracting.com/,Denton,TX,Patio Covers,0,unranked,4.8,50
Stand Up Roofing & Construction LLC,getcovered@standuproofs.com,(940) 290-7663,http://www.standuproofing.com/,Lewisville,TX,Patio Covers,0,unranked,5.0,81
"Heaven Sent Contractors, LLC",info@heavensentcontractors.com,(940) 735-2882,https://heavensentcontractors.com/,Lewisville,TX,Patio Covers,0,unranked,5.0,19
Lone Wolf Exteriors,support@lwexteriors.com,(855) 200-9653,https://www.lwexteriors.com/,Lewisville,TX,Patio Covers,0,unranked,5.0,160
Texas Bro's General Contractor,info@texasbroscontractor.com,(214) 770-4549,https://www.texasbroscontractor.com/,Lewisville,TX,Patio Covers,0,unranked,5.0,5
Greenco Construction Services,contact@greencoservices.com,(469) 409-2962,https://www.greencoservices.com/,Lewisville,TX,Patio Covers,0,unranked,5.0,35
Calidad Enterprises,info@calidadent.com,(817) 904-8545,https://calidadent.com/,Lewisville,TX,Patio Covers,0,unranked,4.9,56
"Sage Roofing and Construction, LLC",admin@sageroofingllc.com,(972) 420-6500,https://sageroofingllc.com/,Lewisville,TX,Patio Covers,0,unranked,4.8,227
First Choice Roofing and Construction | First Choice Roofing & Construction LLC,contactadmin@firstchoicerac.com,(940) 281-5961,https://firstchoicerac.com/,Lewisville,TX,Patio Covers,0,unranked,5.0,53
T Rock Roofing & Contracting,info@dallasroofer.com,(945) 425-3643,http://dallasroofer.com/,Flower Mound,TX,Patio Covers,0,unranked,5.0,626
Space Roofing,info@spaceroofing.com,(469) 397-4600,https://spaceroofing.com/,Flower Mound,TX,Patio Covers,0,unranked,5.0,41
Discount Roofing,info@discountroofingllc.com,(214) 500-8787,https://www.discountroofingllc.com/,Flower Mound,TX,Patio Covers,0,unranked,4.9,94
Lancaster Roofing & Construction,info@lancasterroofingtx.com,(214) 247-6388,https://www.lancasterroofingtx.com/,Flower Mound,TX,Patio Covers,0,unranked,5.0,22
HomeOver General Contractors,info@homeovercontractors.com,(972) 836-9895,https://www.homeovercontractors.com/,Carrollton,TX,Patio Covers,0,unranked,4.8,205
JCI Roofing Company,contact@jciroofing.com,(972) 245-4025,https://www.jciroofing.com/,Carrollton,TX,Patio Covers,0,unranked,4.8,33
RX Roof LLC,info@rxroof.com,(972) 512-0833,http://rxroof.com/,Carrollton,TX,Patio Covers,0,unranked,4.7,224
Hawkins Siding and Exteriors,office@hawkinssidingandexteriors.com,(972) 945-6718,https://www.hawkinssidingandexteriors.com/?utm_medium=organic&utm_source=google&utm_campaign=gbp,Carrollton,TX,"Patio Covers, Motorized Shades",0,unranked,5.0,99
Optic Home Solutions,randall.opticsolutions@gmail.com,(469) 216-2183,http://www.optichomesolutions.com/,The Colony,TX,Patio Covers,0,unranked,5.0,80
New View Roofing,info@newviewroofing.com,(469) 772-8729,https://newviewroofing.com/the-colony/,The Colony,TX,Patio Covers,0,unranked,4.9,14
3G Roofing & Construction,info@3g-roofing.com,(817) 939-8524,http://www.3g-roofing.com/,The Colony,TX,Patio Covers,0,unranked,5.0,12
Building One Services Solutions,soonjosegonzalez1500@yahoo.com,(469) 600-6003,https://building1ss.com/contact-us.php,The Colony,TX,Patio Covers,0,unranked,5.0,31
Radnov Roofing & Construction,filler@godaddy.combookingsmy,(469) 384-8886,https://radnovroofing.com/,The Colony,TX,Patio Covers,0,unranked,5.0,1
Crystal Roofing & Construction,contact@crystalroofingusa.com,(214) 471-3273,http://crystalroofingusa.com/,The Colony,TX,Patio Covers,0,unranked,4.8,72
Dynamis Roofing Contractors,info@dynamisroofing.com,(469) 929-0145,https://dynamisroofing.com/,The Colony,TX,Patio Covers,0,unranked,5.0,20
DD Custom Contractors,ddavis.ddccontractors@gmail.com,(469) 644-6351,https://www.ddcustomcontractors.com/,Little Elm,TX,Patio Covers,0,unranked,5.0,4
Roof Works of Texas,info@rwcrllc.com,(972) 988-9376,http://rwcrllc.com/roofing,Little Elm,TX,Patio Covers,0,unranked,5.0,1
New Texas Roofing,filler@godaddy.combookingsmy,(469) 587-7663,http://newtxroofing.com/,Little Elm,TX,Patio Covers,0,unranked,3.9,14
Infinity Roofing Solutions,infinityconstructiontx@gmail.com,(972) 365-3693,https://infinityroofingsolutions.com/,Corinth,TX,Patio Covers,0,unranked,4.8,64
Mac's Roofing Contractor & Repairs,kyle@macsroofingllc.com,(940) 289-6019,https://macsroofingllc.com/?utm_source=GMBlisting&utm_medium=organic,Corinth,TX,Patio Covers,0,unranked,5.0,21
Texcity Roofing LLC,info@texcityroofing.com,(214) 430-2270,http://www.texcityroofing.com/,Corinth,TX,Patio Covers,0,unranked,5.0,230
Highland Roofing Co.,info@highlandroofing.co,(877) 766-3852,http://www.highlandroofing.co/,Highland Village,TX,Patio Covers,0,unranked,5.0,104
"Better Built Siding & Windows, LLC",info@betterbuiltcompanies.com,(972) 245-0193,http://www.betterbuiltsidingandwindows.com/,Coppell,TX,"Patio Covers, Motorized Shades",0,unranked,4.6,19
CLC Roofing Inc.,info@clcroofing.com,(972) 304-4431,https://www.clcroofing.com/?utm_source=GMB&utm_medium=organic&utm_campaign=website,Coppell,TX,Patio Covers,0,unranked,4.9,507
Apex Premier Roofing & General Contracting,info@apexpremierroofing.com,(817) 410-0937,https://www.apexpremierroofing.com/,Coppell,TX,Patio Covers,0,unranked,4.9,197
Executive Exteriors,info@exeext.com,(844) 388-7663,http://www.exeext.com/,Addison,TX,"Patio Covers, Motorized Shades",0,unranked,4.9,119
Stonebridge Roofing,dleite@sbroofingusa.com,(469) 882-6697,http://www.sbroofingusa.com/,Addison,TX,Patio Covers,0,unranked,4.9,68
Blue Hawk Construction,info@bluehawkconstruction.com,(940) 514-5410,http://www.bluehawkconstruction.com/,Addison,TX,Patio Covers,0,unranked,5.0,25
Gutter Solutions Of Texas,info@guttersolutionsoftexas.com,(972) 707-7939,https://guttersolutionsoftexas.com/,Addison,TX,Patio Covers,0,unranked,5.0,9
KDS Builders Roofing & Construction,adam@kdsbuilders.com,(214) 683-1165,http://www.kdscontractors.com/,Addison,TX,Patio Covers,0,unranked,4.8,33
RJW Construction,filler@godaddy.combookingsmy,(214) 494-0351,https://rjw-construction.com/,Addison,TX,Patio Covers,0,unranked,4.8,21
Allied Siding & Windows,info@alliedsidingandwindows.comaustin,(972) 888-9988,https://www.alliedsidingandwindows.com/,Grapevine,TX,"Patio Covers, Motorized Shades",0,unranked,4.4,169
Phoenix Storm Restoration,office@phoenixstormgroup.com,(945) 308-0425,http://www.phoenixstormgroup.com/,Grapevine,TX,Patio Covers,0,unranked,5.0,25
"HAPP Construction & Remodeling, LLC",hassan@happconstructionremodeling.com,(214) 701-3780,http://www.happconstructionremodeling.com/,Grapevine,TX,Patio Covers,0,unranked,5.0,26
Lifetime Commercial Roofing,info@roofgc.com,(817) 369-3600,http://www.roofgc.com/,Hurst,TX,Patio Covers,0,unranked,4.9,100
TM Roofing & Construction Group,servicessalas@gmail.com,(817) 820-9596,https://www.asktmroofing.com/,Hurst,TX,Patio Covers,0,unranked,5.0,35
Straight Up Roofing and Construction TX,mike@straightuproofingtx.com,(817) 776-6230,https://straightuproofingtx.com/,Hurst,TX,Patio Covers,0,unranked,5.0,18
"Jamco Roofing & Exteriors, LLC",info@jamcoroofing.com,(214) 932-1287,https://www.jamcoroofing.com/,Euless,TX,Patio Covers,0,unranked,4.9,29
Spangler Renovations Llc,info@spanglerrenovations.com,(940) 354-3003,http://www.spanglerrenovations.com/,Euless,TX,Patio Covers,0,unranked,4.9,52
Verified Roofing LLC,office@verified-roofing.com,(817) 715-6750,https://www.verified-roofing.com/,Bedford,TX,Patio Covers,0,unranked,4.6,10
Bazan Roofing,bri@bazanroofinginc.comget,(817) 831-4253,http://www.bazanroofinginc.com/,Haltom City,TX,Patio Covers,0,unranked,4.9,32
SONS ROOFING,hello@sonsroofs.com,(817) 231-0171,https://sonsroofs.com/,Haltom City,TX,Patio Covers,0,unranked,4.7,62
ARK Roofing and Construction LLC,webmaster@arkroofingandconstruction.com,(817) 902-5259,http://arkroofingandconstruction.com/,Saginaw,TX,Patio Covers,0,unranked,4.8,37
5 Star Texas Roofing,filler@godaddy.comhomeabout,(817) 771-1445,https://www.5startexasroofing.com/,Saginaw,TX,Patio Covers,0,unranked,5.0,27
Alpine Roofing,info@alpineroofingandsolar.com,(682) 257-4631,https://alpineroofingandsolar.com/,Saginaw,TX,Patio Covers,0,unranked,4.7,45
Vision Roofing & General Contractors,info@visionroofing.com,(817) 734-1122,https://visionroofing.com/,Saginaw,TX,Patio Covers,0,unranked,5.0,204
"Blue Lake Roofing & Remodeling, LLC",office@bluelakeremodeling.com,(817) 476-3214,https://www.bluelakeremodeling.com/,Lake Worth,TX,Patio Covers,0,unranked,5.0,68
Total Roofing Systems LLC,info@totalroofingsystems.com,,https://www.totalroofingsystems.com/,Lake Worth,TX,Patio Covers,0,unranked,5.0,137
Chandler Roofing,amanda@chandlerroofs.com,(800) 692-8851,http://www.chandlerroof.com/,Lake Worth,TX,Patio Covers,0,unranked,4.9,167
Nexgen Roofing Systems,@nexgenroofingsystems,(817) 808-8026,http://www.nexgenroofingsystems.net/,Lake Worth,TX,Patio Covers,0,unranked,4.9,53
"Graham Construction and Roofing, LLC",info@grahamcr.com,(682) 503-6736,https://www.grahamcr.com/,White Settlement,TX,Patio Covers,0,unranked,4.9,59
Broadstone Roofing and Construction,info@broadstoneroofing.com,(817) 653-1350,https://broadstoneroofing.com/,White Settlement,TX,Patio Covers,0,unranked,5.0,78
Billy Harris Roofing,infobillyharris@gmail.com,(817) 249-3338,https://billyharris-roofing.com/,Benbrook,TX,Patio Covers,0,unranked,4.8,207
AKS Roofing & Construction,sales@aksroofing.com,(817) 501-9715,https://aksroofing.com/,Benbrook,TX,Patio Covers,0,unranked,5.0,62
Tomco Roofing,quote@tomcoroofing.com,(817) 808-4561,http://www.tomcoroofing.com/,Benbrook,TX,Patio Covers,0,unranked,5.0,12
GreenLight Roofing and Remodeling,matt@greenlightroof.com,(817) 263-6088,https://greenlightroof.com/roofing-aledo/,Benbrook,TX,Patio Covers,0,unranked,5.0,107
